country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,2021-01-10,-68.0,-27.0,-13.0,-65.0,-31.0,12.0
United Kingdom,2021-01-11,-59.0,-25.0,-16.0,-63.0,-50.0,20.0
United Kingdom,2021-01-12,-61.0,-24.0,-7.0,-63.0,-51.0,20.0
United Kingdom,2021-01-13,-64.0,-27.0,-30.0,-65.0,-50.0,21.0
United Kingdom,2021-01-14,-66.0,-29.0,-28.0,-66.0,-53.0,22.0
United Kingdom,2021-01-15,-64.0,-23.0,-15.0,-64.0,-51.0,21.0
United Kingdom,2021-01-16,-70.0,-26.0,-31.0,-67.0,-35.0,15.0
United Kingdom,2021-01-17,-67.0,-27.0,8.0,-63.0,-31.0,11.0
United Kingdom,2021-01-18,-60.0,-25.0,-10.0,-63.0,-51.0,19.0
United Kingdom,2021-01-19,-63.0,-27.0,-23.0,-64.0,-52.0,20.0
United Kingdom,2021-01-20,-65.0,-28.0,-35.0,-66.0,-51.0,21.0
United Kingdom,2021-01-21,-62.0,-23.0,-6.0,-64.0,-51.0,20.0
United Kingdom,2021-01-22,-62.0,-20.0,-3.0,-63.0,-49.0,21.0
United Kingdom,2021-01-23,-67.0,-22.0,-12.0,-64.0,-33.0,14.0
United Kingdom,2021-01-24,-71.0,-31.0,-4.0,-66.0,-34.0,12.0
United Kingdom,2021-01-25,-59.0,-23.0,-1.0,-62.0,-52.0,19.0
United Kingdom,2021-01-26,-62.0,-25.0,-27.0,-64.0,-51.0,20.0
United Kingdom,2021-01-27,-60.0,-21.0,-13.0,-63.0,-50.0,20.0
United Kingdom,2021-01-28,-61.0,-21.0,-12.0,-63.0,-50.0,20.0
United Kingdom,2021-01-29,-60.0,-16.0,-11.0,-61.0,-49.0,20.0
United Kingdom,2021-01-30,-67.0,-22.0,-37.0,-67.0,-33.0,15.0
United Kingdom,2021-01-31,-65.0,-24.0,-3.0,-63.0,-30.0,11.0
United Kingdom,2021-02-01,-56.0,-21.0,0.0,-60.0,-49.0,18.0
United Kingdom,2021-02-02,-61.0,-24.0,-13.0,-62.0,-51.0,20.0
United Kingdom,2021-02-03,-60.0,-21.0,-13.0,-63.0,-49.0,20.0
United Kingdom,2021-02-04,-60.0,-20.0,-12.0,-64.0,-49.0,20.0
United Kingdom,2021-02-05,-59.0,-14.0,-1.0,-61.0,-48.0,20.0
United Kingdom,2021-02-06,-65.0,-19.0,-21.0,-64.0,-31.0,14.0
United Kingdom,2021-02-07,-68.0,-27.0,-23.0,-67.0,-32.0,11.0
United Kingdom,2021-02-08,-60.0,-24.0,-13.0,-63.0,-52.0,19.0
United Kingdom,2021-02-09,-61.0,-21.0,-12.0,-63.0,-52.0,20.0
United Kingdom,2021-02-10,-59.0,-17.0,-8.0,-62.0,-50.0,20.0
United Kingdom,2021-02-11,-58.0,-15.0,-8.0,-63.0,-49.0,20.0
United Kingdom,2021-02-12,-58.0,-10.0,-14.0,-62.0,-48.0,20.0
United Kingdom,2021-02-13,-63.0,-11.0,-28.0,-65.0,-31.0,14.0
United Kingdom,2021-02-14,-65.0,-21.0,-28.0,-65.0,-30.0,11.0
United Kingdom,2021-02-15,-52.0,-16.0,18.0,-60.0,-53.0,18.0
United Kingdom,2021-02-16,-55.0,-13.0,5.0,-61.0,-52.0,19.0
United Kingdom,2021-02-17,-55.0,-16.0,1.0,-61.0,-51.0,20.0
United Kingdom,2021-02-18,-55.0,-13.0,13.0,-61.0,-52.0,20.0
United Kingdom,2021-02-19,-57.0,-12.0,-7.0,-61.0,-51.0,20.0
United Kingdom,2021-02-20,-62.0,-14.0,-4.0,-61.0,-28.0,13.0
United Kingdom,2021-02-21,-60.0,-18.0,27.0,-57.0,-26.0,10.0
United Kingdom,2021-02-22,-52.0,-16.0,13.0,-59.0,-47.0,17.0
United Kingdom,2021-02-23,-55.0,-15.0,7.0,-59.0,-47.0,18.0
United Kingdom,2021-02-24,-54.0,-13.0,6.0,-59.0,-46.0,19.0
United Kingdom,2021-02-25,-53.0,-10.0,22.0,-59.0,-46.0,18.0
United Kingdom,2021-02-26,-51.0,-5.0,38.0,-56.0,-45.0,18.0
United Kingdom,2021-02-27,-56.0,-9.0,38.0,-56.0,-25.0,11.0
United Kingdom,2021-02-28,-55.0,-12.0,48.0,-55.0,-23.0,9.0
United Kingdom,2021-03-01,-49.0,-12.0,20.0,-57.0,-46.0,17.0
United Kingdom,2021-03-02,-52.0,-12.0,16.0,-58.0,-46.0,17.0
United Kingdom,2021-03-03,-54.0,-13.0,-7.0,-59.0,-46.0,18.0
United Kingdom,2021-03-04,-54.0,-10.0,-1.0,-59.0,-46.0,18.0
United Kingdom,2021-03-05,-53.0,-6.0,8.0,-57.0,-44.0,18.0
United Kingdom,2021-03-06,-57.0,-9.0,10.0,-58.0,-24.0,12.0
United Kingdom,2021-03-07,-56.0,-12.0,30.0,-56.0,-22.0,9.0
United Kingdom,2021-03-08,-47.0,-8.0,16.0,-54.0,-44.0,15.0
United Kingdom,2021-03-09,-49.0,-8.0,31.0,-52.0,-43.0,15.0
United Kingdom,2021-03-10,-55.0,-12.0,-26.0,-57.0,-42.0,17.0
United Kingdom,2021-03-11,-53.0,-6.0,-4.0,-55.0,-42.0,17.0
United Kingdom,2021-03-12,-52.0,-1.0,-1.0,-53.0,-40.0,16.0
United Kingdom,2021-03-13,-56.0,2.0,-11.0,-58.0,-23.0,12.0
United Kingdom,2021-03-14,-58.0,-10.0,4.0,-54.0,-14.0,8.0
United Kingdom,2021-03-15,-47.0,-9.0,23.0,-51.0,-41.0,14.0
United Kingdom,2021-03-16,-49.0,-8.0,23.0,-51.0,-41.0,15.0
United Kingdom,2021-03-17,-49.0,-7.0,26.0,-51.0,-40.0,15.0
United Kingdom,2021-03-18,-51.0,-5.0,18.0,-52.0,-40.0,16.0
United Kingdom,2021-03-19,-51.0,-2.0,25.0,-50.0,-39.0,16.0
United Kingdom,2021-03-20,-57.0,-7.0,16.0,-55.0,-22.0,11.0
United Kingdom,2021-03-21,-55.0,-11.0,42.0,-53.0,-19.0,8.0
United Kingdom,2021-03-22,-45.0,-6.0,42.0,-49.0,-40.0,14.0
United Kingdom,2021-03-23,-48.0,-6.0,28.0,-50.0,-40.0,14.0
United Kingdom,2021-03-24,-48.0,-5.0,28.0,-51.0,-39.0,15.0
United Kingdom,2021-03-25,-49.0,-3.0,26.0,-51.0,-40.0,15.0
United Kingdom,2021-03-26,-51.0,-1.0,-1.0,-51.0,-39.0,16.0
United Kingdom,2021-03-27,-55.0,-5.0,19.0,-54.0,-21.0,11.0
United Kingdom,2021-03-28,-58.0,-14.0,-1.0,-57.0,-22.0,9.0
United Kingdom,2021-03-29,-41.0,-2.0,71.0,-48.0,-42.0,13.0
United Kingdom,2021-03-30,-42.0,1.0,110.0,-46.0,-42.0,13.0
United Kingdom,2021-03-31,-42.0,4.0,69.0,-47.0,-41.0,14.0
United Kingdom,2021-04-01,-39.0,15.0,53.0,-47.0,-42.0,13.0
United Kingdom,2021-04-02,-49.0,0.0,77.0,-58.0,-68.0,21.0
United Kingdom,2021-04-03,-55.0,2.0,35.0,-52.0,-27.0,9.0
United Kingdom,2021-04-04,-69.0,-40.0,72.0,-49.0,-23.0,6.0
United Kingdom,2021-04-05,-47.0,-13.0,65.0,-65.0,-75.0,23.0
United Kingdom,2021-04-06,-45.0,-3.0,34.0,-53.0,-50.0,16.0
United Kingdom,2021-04-07,-46.0,-5.0,35.0,-53.0,-48.0,16.0
United Kingdom,2021-04-08,-46.0,-3.0,46.0,-53.0,-47.0,16.0
United Kingdom,2021-04-09,-48.0,-3.0,44.0,-51.0,-46.0,16.0
United Kingdom,2021-04-10,-57.0,-7.0,11.0,-53.0,-21.0,10.0
United Kingdom,2021-04-11,-52.0,-9.0,45.0,-48.0,-17.0,7.0
United Kingdom,2021-04-12,-19.0,0.0,59.0,-40.0,-42.0,11.0
United Kingdom,2021-04-13,-26.0,1.0,63.0,-42.0,-43.0,12.0
United Kingdom,2021-04-14,-26.0,1.0,63.0,-42.0,-42.0,12.0
United Kingdom,2021-04-15,-27.0,3.0,68.0,-42.0,-41.0,12.0
United Kingdom,2021-04-16,-30.0,3.0,68.0,-39.0,-40.0,11.0
United Kingdom,2021-04-17,-37.0,-1.0,64.0,-34.0,-16.0,5.0
United Kingdom,2021-04-18,-33.0,-2.0,70.0,-33.0,-13.0,4.0
United Kingdom,2021-04-19,-25.0,2.0,72.0,-38.0,-34.0,10.0
United Kingdom,2021-04-20,-29.0,2.0,60.0,-38.0,-34.0,10.0
United Kingdom,2021-04-21,-29.0,1.0,45.0,-41.0,-33.0,11.0
United Kingdom,2021-04-22,-28.0,3.0,71.0,-40.0,-32.0,10.0
United Kingdom,2021-04-23,-29.0,5.0,69.0,-37.0,-31.0,9.0
United Kingdom,2021-04-24,-34.0,2.0,66.0,-35.0,-14.0,5.0
United Kingdom,2021-04-25,-31.0,-2.0,68.0,-37.0,-12.0,4.0
United Kingdom,2021-04-26,-24.0,1.0,55.0,-39.0,-33.0,10.0
United Kingdom,2021-04-27,-30.0,0.0,41.0,-40.0,-33.0,11.0
United Kingdom,2021-04-28,-30.0,1.0,21.0,-42.0,-33.0,11.0
United Kingdom,2021-04-29,-28.0,4.0,41.0,-40.0,-32.0,11.0
United Kingdom,2021-04-30,-26.0,8.0,46.0,-36.0,-31.0,9.0
United Kingdom,2021-05-01,-31.0,3.0,44.0,-35.0,-15.0,5.0
United Kingdom,2021-05-02,-26.0,-2.0,71.0,-34.0,-14.0,3.0
United Kingdom,2021-05-03,-29.0,-11.0,30.0,-58.0,-73.0,21.0
United Kingdom,2021-05-04,-31.0,3.0,19.0,-41.0,-34.0,11.0
United Kingdom,2021-05-05,-29.0,2.0,30.0,-40.0,-32.0,11.0
United Kingdom,2021-05-06,-27.0,6.0,45.0,-39.0,-32.0,10.0
United Kingdom,2021-05-07,-28.0,4.0,52.0,-37.0,-29.0,9.0
United Kingdom,2021-05-08,-42.0,-3.0,-18.0,-46.0,-16.0,9.0
United Kingdom,2021-05-09,-30.0,-3.0,57.0,-36.0,-11.0,4.0
United Kingdom,2021-05-10,-26.0,1.0,41.0,-39.0,-32.0,10.0
United Kingdom,2021-05-11,-27.0,2.0,46.0,-39.0,-31.0,10.0
United Kingdom,2021-05-12,-25.0,5.0,42.0,-39.0,-31.0,10.0
United Kingdom,2021-05-13,-29.0,3.0,32.0,-41.0,-32.0,11.0
United Kingdom,2021-05-14,-27.0,6.0,45.0,-37.0,-30.0,10.0
United Kingdom,2021-05-15,-34.0,2.0,16.0,-38.0,-15.0,6.0
United Kingdom,2021-05-16,-32.0,-2.0,30.0,-39.0,-10.0,5.0
United Kingdom,2021-05-17,-17.0,1.0,40.0,-35.0,-30.0,9.0
United Kingdom,2021-05-18,-20.0,3.0,49.0,-36.0,-30.0,9.0
United Kingdom,2021-05-19,-18.0,4.0,51.0,-36.0,-29.0,9.0
United Kingdom,2021-05-20,-24.0,3.0,20.0,-41.0,-30.0,10.0
United Kingdom,2021-05-21,-25.0,4.0,12.0,-36.0,-29.0,9.0
United Kingdom,2021-05-22,-24.0,3.0,35.0,-31.0,-9.0,3.0
United Kingdom,2021-05-23,-24.0,-4.0,21.0,-34.0,-9.0,3.0
United Kingdom,2021-05-24,-19.0,3.0,38.0,-38.0,-31.0,9.0
United Kingdom,2021-05-25,-20.0,5.0,42.0,-38.0,-30.0,9.0
United Kingdom,2021-05-26,-17.0,6.0,50.0,-37.0,-29.0,9.0
United Kingdom,2021-05-27,-12.0,9.0,85.0,-35.0,-29.0,8.0
United Kingdom,2021-05-28,-11.0,12.0,68.0,-29.0,-30.0,6.0
United Kingdom,2021-05-29,-18.0,6.0,78.0,-22.0,-10.0,1.0
United Kingdom,2021-05-30,-5.0,7.0,130.0,-18.0,-7.0,-1.0
United Kingdom,2021-05-31,-1.0,2.0,203.0,-42.0,-71.0,12.0
United Kingdom,2021-06-01,-5.0,15.0,141.0,-34.0,-43.0,8.0
United Kingdom,2021-06-02,-6.0,11.0,113.0,-36.0,-42.0,10.0
United Kingdom,2021-06-03,-6.0,11.0,118.0,-37.0,-41.0,9.0
United Kingdom,2021-06-04,-13.0,8.0,80.0,-35.0,-39.0,9.0
United Kingdom,2021-06-05,-20.0,6.0,81.0,-25.0,-7.0,1.0
United Kingdom,2021-06-06,-15.0,3.0,77.0,-26.0,-3.0,1.0
United Kingdom,2021-06-07,-10.0,10.0,88.0,-35.0,-31.0,8.0
United Kingdom,2021-06-08,-11.0,11.0,94.0,-35.0,-29.0,8.0
United Kingdom,2021-06-09,-11.0,10.0,79.0,-35.0,-29.0,8.0
United Kingdom,2021-06-10,-12.0,11.0,79.0,-35.0,-28.0,8.0
United Kingdom,2021-06-11,-15.0,10.0,72.0,-32.0,-27.0,7.0
United Kingdom,2021-06-12,-21.0,7.0,78.0,-26.0,-5.0,1.0
United Kingdom,2021-06-13,-19.0,4.0,92.0,-24.0,-3.0,0.0
United Kingdom,2021-06-14,-12.0,9.0,81.0,-35.0,-30.0,8.0
United Kingdom,2021-06-15,-12.0,11.0,88.0,-35.0,-29.0,8.0
United Kingdom,2021-06-16,-12.0,10.0,77.0,-35.0,-29.0,8.0
United Kingdom,2021-06-17,-15.0,9.0,60.0,-37.0,-29.0,9.0
United Kingdom,2021-06-18,-19.0,6.0,34.0,-34.0,-29.0,8.0
United Kingdom,2021-06-19,-21.0,6.0,44.0,-30.0,-6.0,2.0
United Kingdom,2021-06-20,-14.0,1.0,45.0,-30.0,-2.0,1.0
United Kingdom,2021-06-21,-16.0,3.0,45.0,-38.0,-31.0,9.0
United Kingdom,2021-06-22,-14.0,6.0,70.0,-36.0,-30.0,8.0
United Kingdom,2021-06-23,-13.0,6.0,73.0,-36.0,-29.0,9.0
United Kingdom,2021-06-24,-13.0,7.0,69.0,-36.0,-30.0,9.0
United Kingdom,2021-06-25,-14.0,8.0,54.0,-32.0,-29.0,7.0
United Kingdom,2021-06-26,-19.0,2.0,62.0,-26.0,-6.0,2.0
United Kingdom,2021-06-27,-16.0,-1.0,52.0,-28.0,-4.0,1.0
United Kingdom,2021-06-28,-12.0,6.0,63.0,-36.0,-32.0,8.0
United Kingdom,2021-06-29,-16.0,2.0,57.0,-38.0,-33.0,8.0
United Kingdom,2021-06-30,-12.0,6.0,67.0,-37.0,-31.0,8.0
United Kingdom,2021-07-01,-11.0,9.0,90.0,-35.0,-31.0,8.0
United Kingdom,2021-07-02,-14.0,8.0,79.0,-31.0,-30.0,7.0
United Kingdom,2021-07-03,-22.0,2.0,34.0,-29.0,-7.0,3.0
United Kingdom,2021-07-04,-17.0,-2.0,40.0,-28.0,-5.0,2.0
United Kingdom,2021-07-05,-11.0,6.0,68.0,-36.0,-32.0,9.0
United Kingdom,2021-07-06,-16.0,5.0,48.0,-38.0,-32.0,10.0
United Kingdom,2021-07-07,-12.0,7.0,58.0,-36.0,-32.0,9.0
United Kingdom,2021-07-08,-12.0,7.0,82.0,-36.0,-32.0,9.0
United Kingdom,2021-07-09,-14.0,7.0,75.0,-32.0,-31.0,8.0
United Kingdom,2021-07-10,-20.0,3.0,48.0,-28.0,-7.0,3.0
United Kingdom,2021-07-11,-14.0,5.0,55.0,-23.0,-1.0,0.0
United Kingdom,2021-07-12,-16.0,0.0,56.0,-37.0,-38.0,10.0
United Kingdom,2021-07-13,-13.0,7.0,87.0,-36.0,-34.0,9.0
United Kingdom,2021-07-14,-10.0,8.0,89.0,-35.0,-33.0,9.0
United Kingdom,2021-07-15,-11.0,10.0,96.0,-35.0,-33.0,9.0
United Kingdom,2021-07-16,-13.0,10.0,98.0,-30.0,-32.0,7.0
United Kingdom,2021-07-17,-23.0,5.0,83.0,-24.0,-8.0,1.0
United Kingdom,2021-07-18,-16.0,4.0,93.0,-22.0,-4.0,0.0
United Kingdom,2021-07-19,-7.0,12.0,100.0,-34.0,-37.0,8.0
United Kingdom,2021-07-20,-10.0,11.0,100.0,-36.0,-37.0,9.0
United Kingdom,2021-07-21,-9.0,10.0,96.0,-35.0,-37.0,9.0
United Kingdom,2021-07-22,-9.0,11.0,105.0,-35.0,-38.0,9.0
United Kingdom,2021-07-23,-11.0,8.0,93.0,-31.0,-38.0,8.0
United Kingdom,2021-07-24,-20.0,0.0,56.0,-25.0,-7.0,2.0
United Kingdom,2021-07-25,-14.0,-2.0,68.0,-22.0,-3.0,1.0
United Kingdom,2021-07-26,-4.0,8.0,118.0,-34.0,-42.0,9.0
United Kingdom,2021-07-27,-8.0,6.0,84.0,-37.0,-41.0,10.0
United Kingdom,2021-07-28,-7.0,5.0,64.0,-38.0,-41.0,11.0
United Kingdom,2021-07-29,-4.0,8.0,102.0,-35.0,-41.0,9.0
United Kingdom,2021-07-30,-11.0,4.0,49.0,-33.0,-40.0,9.0
United Kingdom,2021-07-31,-17.0,0.0,52.0,-22.0,-7.0,1.0
United Kingdom,2021-08-01,-9.0,-1.0,70.0,-20.0,-3.0,0.0
United Kingdom,2021-08-02,-1.0,7.0,110.0,-33.0,-43.0,9.0
United Kingdom,2021-08-03,-3.0,7.0,119.0,-35.0,-42.0,9.0
United Kingdom,2021-08-04,-3.0,7.0,113.0,-34.0,-41.0,9.0
United Kingdom,2021-08-05,-7.0,6.0,74.0,-37.0,-42.0,10.0
United Kingdom,2021-08-06,-11.0,4.0,60.0,-33.0,-41.0,9.0
United Kingdom,2021-08-07,-19.0,-2.0,34.0,-24.0,-9.0,2.0
United Kingdom,2021-08-08,-13.0,-2.0,45.0,-22.0,-4.0,1.0
United Kingdom,2021-08-09,-3.0,6.0,88.0,-34.0,-42.0,9.0
United Kingdom,2021-08-10,-1.0,8.0,122.0,-33.0,-41.0,9.0
United Kingdom,2021-08-11,-3.0,6.0,100.0,-34.0,-41.0,9.0
United Kingdom,2021-08-12,-2.0,8.0,111.0,-33.0,-41.0,9.0
United Kingdom,2021-08-13,-8.0,6.0,90.0,-29.0,-40.0,8.0
United Kingdom,2021-08-14,-16.0,0.0,70.0,-18.0,-8.0,0.0
United Kingdom,2021-08-15,-9.0,0.0,75.0,-16.0,-3.0,0.0
United Kingdom,2021-08-16,-2.0,7.0,100.0,-32.0,-42.0,8.0
United Kingdom,2021-08-17,-5.0,6.0,87.0,-35.0,-42.0,9.0
United Kingdom,2021-08-18,-3.0,6.0,95.0,-34.0,-39.0,9.0
United Kingdom,2021-08-19,-5.0,7.0,98.0,-33.0,-40.0,9.0
United Kingdom,2021-08-20,-8.0,5.0,88.0,-29.0,-39.0,7.0
United Kingdom,2021-08-21,-18.0,-2.0,34.0,-22.0,-9.0,2.0
United Kingdom,2021-08-22,-10.0,-1.0,72.0,-17.0,-2.0,0.0
United Kingdom,2021-08-23,0.0,7.0,118.0,-31.0,-41.0,8.0
United Kingdom,2021-08-24,-2.0,7.0,117.0,-32.0,-40.0,8.0
United Kingdom,2021-08-25,-1.0,8.0,109.0,-32.0,-40.0,8.0
United Kingdom,2021-08-26,-1.0,9.0,109.0,-31.0,-40.0,8.0
United Kingdom,2021-08-27,-5.0,9.0,98.0,-26.0,-40.0,7.0
United Kingdom,2021-08-28,-14.0,1.0,82.0,-15.0,-8.0,0.0
United Kingdom,2021-08-29,-2.0,0.0,98.0,-12.0,-3.0,-1.0
United Kingdom,2021-08-30,1.0,-3.0,124.0,-41.0,-70.0,14.0
United Kingdom,2021-08-31,-3.0,12.0,72.0,-33.0,-40.0,9.0
United Kingdom,2021-09-01,-4.0,9.0,69.0,-33.0,-36.0,9.0
United Kingdom,2021-09-02,-5.0,9.0,77.0,-32.0,-35.0,8.0
United Kingdom,2021-09-03,-8.0,7.0,70.0,-27.0,-33.0,7.0
United Kingdom,2021-09-04,-13.0,2.0,59.0,-19.0,-5.0,1.0
United Kingdom,2021-09-05,-5.0,3.0,89.0,-15.0,-1.0,0.0
United Kingdom,2021-09-06,-3.0,10.0,87.0,-27.0,-33.0,7.0
United Kingdom,2021-09-07,-6.0,10.0,98.0,-28.0,-32.0,7.0
United Kingdom,2021-09-08,-6.0,9.0,83.0,-28.0,-31.0,7.0
United Kingdom,2021-09-09,-10.0,8.0,56.0,-29.0,-31.0,7.0
United Kingdom,2021-09-10,-10.0,7.0,54.0,-24.0,-29.0,6.0
United Kingdom,2021-09-11,-12.0,3.0,61.0,-16.0,-5.0,1.0
United Kingdom,2021-09-12,-7.0,3.0,70.0,-16.0,-2.0,0.0
United Kingdom,2021-09-13,-6.0,8.0,64.0,-26.0,-32.0,7.0
United Kingdom,2021-09-14,-12.0,5.0,42.0,-29.0,-33.0,8.0
United Kingdom,2021-09-15,-6.0,9.0,67.0,-27.0,-31.0,7.0
United Kingdom,2021-09-16,-7.0,8.0,79.0,-27.0,-32.0,6.0
United Kingdom,2021-09-17,-9.0,7.0,62.0,-24.0,-32.0,6.0
United Kingdom,2021-09-18,-12.0,2.0,65.0,-16.0,-7.0,0.0
United Kingdom,2021-09-19,-9.0,1.0,49.0,-18.0,-5.0,1.0
United Kingdom,2021-09-20,-6.0,8.0,70.0,-27.0,-33.0,6.0
United Kingdom,2021-09-21,-8.0,8.0,71.0,-28.0,-32.0,7.0
United Kingdom,2021-09-22,-7.0,7.0,61.0,-27.0,-29.0,7.0
United Kingdom,2021-09-23,-8.0,8.0,59.0,-28.0,-29.0,7.0
United Kingdom,2021-09-24,-7.0,11.0,61.0,-22.0,-30.0,5.0
United Kingdom,2021-09-25,-13.0,2.0,46.0,-14.0,-7.0,1.0
United Kingdom,2021-09-26,-9.0,2.0,60.0,-13.0,-4.0,1.0
United Kingdom,2021-09-27,-11.0,7.0,34.0,-27.0,-32.0,8.0
United Kingdom,2021-09-28,-14.0,5.0,20.0,-29.0,-32.0,8.0
United Kingdom,2021-09-29,-10.0,7.0,35.0,-29.0,-31.0,7.0
United Kingdom,2021-09-30,-11.0,6.0,15.0,-30.0,-31.0,8.0
United Kingdom,2021-10-01,-10.0,6.0,27.0,-26.0,-30.0,7.0
United Kingdom,2021-10-02,-18.0,-3.0,-13.0,-25.0,-10.0,3.0
United Kingdom,2021-10-03,-8.0,1.0,30.0,-19.0,-5.0,2.0
United Kingdom,2021-10-04,-10.0,4.0,29.0,-30.0,-32.0,7.0
United Kingdom,2021-10-05,-14.0,3.0,18.0,-32.0,-32.0,8.0
United Kingdom,2021-10-06,-9.0,5.0,38.0,-30.0,-30.0,7.0
United Kingdom,2021-10-07,-10.0,5.0,35.0,-30.0,-30.0,7.0
United Kingdom,2021-10-08,-10.0,5.0,37.0,-26.0,-29.0,6.0
United Kingdom,2021-10-09,-11.0,1.0,37.0,-19.0,-7.0,1.0
United Kingdom,2021-10-10,-8.0,-1.0,48.0,-19.0,-5.0,1.0
United Kingdom,2021-10-11,-8.0,5.0,45.0,-29.0,-31.0,7.0
United Kingdom,2021-10-12,-12.0,5.0,33.0,-30.0,-30.0,7.0
United Kingdom,2021-10-13,-10.0,4.0,33.0,-30.0,-30.0,7.0
United Kingdom,2021-10-14,-11.0,5.0,37.0,-30.0,-29.0,7.0
United Kingdom,2021-10-15,-9.0,6.0,38.0,-26.0,-29.0,6.0
United Kingdom,2021-10-16,-12.0,0.0,26.0,-21.0,-8.0,2.0
United Kingdom,2021-10-17,-10.0,-2.0,29.0,-21.0,-6.0,2.0
United Kingdom,2021-10-18,-11.0,3.0,22.0,-31.0,-32.0,8.0
United Kingdom,2021-10-19,-13.0,3.0,21.0,-31.0,-31.0,8.0
United Kingdom,2021-10-20,-11.0,3.0,19.0,-31.0,-31.0,8.0
United Kingdom,2021-10-21,-9.0,6.0,37.0,-30.0,-30.0,7.0
United Kingdom,2021-10-22,-10.0,5.0,29.0,-26.0,-31.0,7.0
United Kingdom,2021-10-23,-13.0,1.0,23.0,-19.0,-9.0,2.0
United Kingdom,2021-10-24,-9.0,-2.0,31.0,-19.0,-7.0,2.0
United Kingdom,2021-10-25,-1.0,6.0,61.0,-30.0,-40.0,8.0
United Kingdom,2021-10-26,-4.0,6.0,50.0,-31.0,-39.0,9.0
United Kingdom,2021-10-27,-2.0,5.0,46.0,-31.0,-39.0,9.0
United Kingdom,2021-10-28,-2.0,7.0,49.0,-30.0,-39.0,8.0
United Kingdom,2021-10-29,-6.0,6.0,26.0,-28.0,-39.0,8.0
United Kingdom,2021-10-30,-12.0,3.0,14.0,-19.0,-10.0,1.0
United Kingdom,2021-10-31,-13.0,1.0,-4.0,-21.0,-7.0,2.0
United Kingdom,2021-11-01,-10.0,4.0,17.0,-30.0,-31.0,8.0
United Kingdom,2021-11-02,-10.0,6.0,24.0,-29.0,-29.0,7.0
United Kingdom,2021-11-03,-10.0,5.0,13.0,-30.0,-28.0,8.0
United Kingdom,2021-11-04,-10.0,7.0,21.0,-29.0,-28.0,7.0
United Kingdom,2021-11-05,-10.0,7.0,34.0,-26.0,-28.0,7.0
United Kingdom,2021-11-06,-14.0,0.0,12.0,-21.0,-9.0,3.0
United Kingdom,2021-11-07,-7.0,1.0,27.0,-18.0,-6.0,1.0
United Kingdom,2021-11-08,-10.0,5.0,17.0,-29.0,-29.0,7.0
United Kingdom,2021-11-09,-11.0,6.0,19.0,-30.0,-28.0,7.0
United Kingdom,2021-11-10,-11.0,5.0,9.0,-30.0,-27.0,8.0
United Kingdom,2021-11-11,-10.0,6.0,21.0,-29.0,-27.0,7.0
United Kingdom,2021-11-12,-11.0,5.0,6.0,-27.0,-28.0,7.0
United Kingdom,2021-11-13,-11.0,2.0,16.0,-20.0,-8.0,2.0
United Kingdom,2021-11-14,-7.0,1.0,27.0,-18.0,-6.0,1.0
United Kingdom,2021-11-15,-9.0,6.0,18.0,-29.0,-29.0,7.0
United Kingdom,2021-11-16,-11.0,5.0,14.0,-29.0,-28.0,7.0
United Kingdom,2021-11-17,-9.0,5.0,16.0,-29.0,-27.0,7.0
United Kingdom,2021-11-18,-9.0,7.0,18.0,-29.0,-27.0,7.0
United Kingdom,2021-11-19,-8.0,7.0,19.0,-25.0,-27.0,7.0
United Kingdom,2021-11-20,-10.0,1.0,11.0,-18.0,-8.0,2.0
United Kingdom,2021-11-21,-6.0,0.0,20.0,-18.0,-6.0,1.0
United Kingdom,2021-11-22,-8.0,6.0,18.0,-29.0,-29.0,7.0
United Kingdom,2021-11-23,-10.0,6.0,15.0,-29.0,-28.0,7.0
United Kingdom,2021-11-24,-9.0,5.0,8.0,-29.0,-27.0,8.0
United Kingdom,2021-11-25,-6.0,8.0,17.0,-28.0,-27.0,7.0
United Kingdom,2021-11-26,-7.0,6.0,0.0,-26.0,-29.0,7.0
United Kingdom,2021-11-27,-16.0,-3.0,-20.0,-26.0,-10.0,4.0
United Kingdom,2021-11-28,-8.0,0.0,3.0,-20.0,-6.0,2.0
United Kingdom,2021-11-29,-7.0,6.0,4.0,-31.0,-30.0,8.0
United Kingdom,2021-11-30,-7.0,10.0,5.0,-30.0,-28.0,8.0
United Kingdom,2021-12-01,-8.0,6.0,0.0,-30.0,-28.0,8.0
United Kingdom,2021-12-02,-7.0,7.0,11.0,-30.0,-27.0,8.0
United Kingdom,2021-12-03,-7.0,6.0,5.0,-26.0,-28.0,7.0
United Kingdom,2021-12-04,-12.0,-1.0,-4.0,-20.0,-8.0,3.0
United Kingdom,2021-12-05,-7.0,0.0,-1.0,-20.0,-5.0,2.0
United Kingdom,2021-12-06,-8.0,6.0,-4.0,-32.0,-30.0,8.0
United Kingdom,2021-12-07,-14.0,2.0,-12.0,-34.0,-28.0,9.0
United Kingdom,2021-12-08,-8.0,6.0,-4.0,-32.0,-26.0,8.0
United Kingdom,2021-12-09,-5.0,9.0,10.0,-30.0,-26.0,7.0
